text,sentiment,clean_text
LAZZZZZZZZZZZZZZZY MONDAY !! Bank Holiday  Nicole why haven`t u direct msged me yet ?!!!,negative,lazzzzzzzzzzzzzzzy monday bank holiday nicole havent u direct msged yet
"Yummy yum-cha for mother`s day with mum, dad, arcel and egg-pants  yuuuuuum  http://twitpic.com/4w65x",positive,yummy yumcha mothers day mum dad arcel eggpants yuuuuuum
5 things this Twitterer could do without  http://MikeFrizzi.com/blog/?p=192 SRC  / I like this guy.,positive,things twitterer could without src like guy
I wanna be at BEA as well!!!!   #BEA09,neutral,wan na bea well bea
 lol -catch me if u can,neutral,lol catch u
stupid wireless!!,negative,stupid wireless
" HAHAAH! Crys, you blowing the fuses is a typical move",negative,hahaah crys blowing fuses typical move
"spirit week! Tuesday have to be in make up by eight so I can die later. School wednesday and thursday then, finally sleep in on Friday!!",negative,spirit week tuesday make eight die later school wednesday thursday finally sleep friday
"http://twitpic.com/66nbd - Ready for our 3D Jonas Brothers Experience. Real Brothers, not included",neutral,ready jonas brothers experience real brothers included
has a saw thumb from playing Virtua Tennis...,neutral,saw thumb playing virtua tennis
" We`re off.  I`m sorry. Parents coming in around 10-11, gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK",negative,im sorry parents coming around gon na eat househunt richardson raaaain cheeeck
Just saw a dooope bmw 6 series parked with the top back....to bad it was raining,negative,saw dooope bmw series parked top backto bad raining
Laundry time and LOTS of it!,neutral,laundry time lots
" ha ha, no, will be thankful i am not dragging them up a mountain today",positive,ha ha thankful dragging mountain today
"Had a great time with mpix shootout, just great  thanks mpix...",positive,great time mpix shootout great thanks mpix
"Weather is lovely, I`m headed home via supermarket. Planning to spend some quality time knitting tonight.",positive,weather lovely im headed home via supermarket planning spend quality time knitting tonight
sad ending to the softball season.,negative,sad ending softball season
Women in Science & Technology conference in La Jolla - what an interesting day!  Met some really great people!,positive,women science technology conference la jolla interesting day met really great people
_ Well their not gonna fit her in with this big long advertisement,neutral,well gon na fit big long advertisement
Musem equaled FAIL!!!!! hall of **** life was closed cause of construction,negative,musem equaled fail hall life closed cause construction
Just joined a twibe. Visit http://twibes.com/spinning to join -- not a spinner myself but do KNOW and RESPECT spinners   ...need coffee,positive,joined twibe visit join spinner know respect spinners need coffee
http://twitpic.com/66ymw I`m gonna miss these guys so much  Thanks for making the 5 years at senior school amazing!,positive,im gon na miss guys much thanks making years senior school amazing
@_Freya Good Night,positive,freya good night
"If this rain doesnt go away, I`m staying in bed all week til Mommy gets here",neutral,rain doesnt go away im staying bed week til mommy gets
. very much enjoyed your 'whats in a name' article,positive,much enjoyed whats name article
 yeahh,neutral,yeahh
4 hours till Mothers Day Party  Yeah!,positive,hours till mothers day party yeah
 arrr bummer  who do you want to win?,neutral,arrr bummer want win
eating my roommate`s cereal. sorry bro,negative,eating roommates cereal sorry bro
 Good news about the tooth!,positive,good news tooth
" Yeah, I`m behind on my classic cinema calendar-making. I haven`t had time to go see any anyway.",negative,yeah im behind classic cinema calendarmaking havent time go see anyway
Aww the little girl on Britain`s Got Talent!  I actually love Ant n Dec!  Oh an` Simon Cowell. ;),positive,aww little girl britains got talent actually love ant n dec oh simon cowell
is done with classes for her freshman year.,neutral,done classes freshman year
 it was amazing but due to time constraints could only visit the meadows and pine forest. Shall post images later.,positive,amazing due time constraints could visit meadows pine forest shall post images later
  http://twitter.com/friends?page=20 press previous on that page.,neutral,press previous page
 What`s wrong with Dr.Phil? I shamefully loved his show when I was able to watch it.,neutral,whats wrong drphil shamefully loved show able watch
LOVE ME LOVE ME SAY THAT YOU LOVE ME...,positive,love love say love
Why didn`t my favorite spotters last tweet go to my phone,neutral,didnt favorite spotters last tweet go phone
    eeek!! Your coming!!!! Im soo excited to see you on Thursday!!,positive,eeek coming im soo excited see thursday
__ Thanks. It`s SO annoying!,neutral,thanks annoying
"I am tired of my phone. Walkman works like a charm, but l need better video and wap really. Thanks for yesterday and for buying my album",neutral,tired phone walkman works like charm l need better video wap really thanks yesterday buying album
I have the biggest crush on Pink but she doesn`t know I`m alive,neutral,biggest crush pink doesnt know im alive
Happy Mother`s Day everyone,positive,happy mothers day everyone
"Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream",positive,emergency radio iphone awesome listening johnson county sheriffs live scanner stream
 thanks so much for the belated #followfriday shout out #payingitforward,positive,thanks much belated followfriday shout payingitforward
Mommas day is may 10th! Don`t forget to do something nice for your mommyyy,positive,mommas day may th dont forget something nice mommyyy
" **** brah, u not happy?",negative,brah u happy
 hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y,positive,hah ima knock wood pc never crashed yetnor laptop im careful stuff maybe thats
is in history,neutral,history
 happy birthdayyy! hope you have an awesome day. didn`t see you at next last night!,positive,happy birthdayyy hope awesome day didnt see next last night
 an oprah guest if ever i saw one  http://tinyurl.com/d39x4n,neutral,oprah guest ever saw one
 haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! But it made me look gross,neutral,haha shaved facial hair except moustache cause thought would cool made look gross
new Delerium`s music video (http://tr.im/kpu3). mixed by Tiesto. i guess Bill Leeb finally forgot his music`s roots,neutral,new deleriums music video mixed tiesto guess bill leeb finally forgot musics roots
 We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine,neutral,alexander course dinner wearing someone elses red wine
Nice days like this make me miss Alki,neutral,nice days like make miss alki
_Fizz he`s really not into new people  I dunno em but he said he`d try,neutral,fizz hes really new people dunno em said hed try
At the  concert! I hope  makes a guest appearance,neutral,concert hope makes guest appearance
 Aren`t we though? lol He`s at work now and I miss him  blah Wut cha up to?,negative,arent though lol hes work miss blah wut cha
" I keep trying to invite  out, but I think she`s afraid of me.",negative,keep trying invite think shes afraid
 thanks for the #followfriday as you can see us South Africans were on holiday on fri,positive,thanks followfriday see us south africans holiday fri
ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!,negative,ahhh u know really sucks sprained toe ouch
july!!!!,neutral,july
 Which denomination? I`m at the library and everything`s blocked.,negative,denomination im library everythings blocked
Emoticons by Christian. '  ' http://twitpic.com/66riq,neutral,emoticons christian
 Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,positive,good luck services tomorrow wish could see guys vacation
" Hey, sorry I got off last night!",negative,hey sorry got last night
 Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch,positive,yo thomas thanks follow social media director disney thats awesome id like learn lets lunch
"Gosh I miss singer`s theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.",negative,gosh miss singers theater miss learning music acting exercises n especially miss onstage
Good episode of Top Gear tonight.,positive,good episode top gear tonight
awhile ago it freaking hot! now it`s wet  turn off!,negative,awhile ago freaking hot wet turn
" It`s not sad. To tweet is to twitter, not someone misspronouncing a word kto make it fit a card.  I would have tweeted it.",neutral,sad tweet twitter someone misspronouncing word kto make fit card would tweeted
" ta babe, you know me i do love your curried",positive,ta babe know love curried
 Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I <3 Your Hair!,neutral,nooooo dont dare lol im gon na cry hair
Not found: the thing I was looking for,neutral,found thing looking
 so sad i have to pay $60,negative,sad pay
 i made a vid for you proving my skiLLs that you denied but my step dad said he`d disown me if i posted it ~   sowey,negative,made vid proving skills denied step dad said hed disown posted sowey
" aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some",positive,aww helpful getting sweepy sis says whipped cream bed save u
"Perth - Ford - Falcon - 1997 - $3,500  - new ad received and will be posted on the HCC site soon",neutral,perth ford falcon new ad received posted hcc site soon
